,Date,HomeTeam,AwayTeam,RunsHome,RunsAway,Inn,Win,Loss,Save,Time,Attendance
80,"Tuesday, Jun 29",MIL,CHC,2.0,1.0,9.0,Woodruff,Davies,Hader,3:40,24423.0
81,"Wednesday, Jun 30",MIL,CHC,15.0,7.0,9.0,Richards,Brothers,None,3:47,32193.0
89,"Thursday, Jul 8",MIL,CIN,5.0,3.0,9.0,Williams,Brach,Hader,3:16,22948.0
90,"Friday, Jul 9",MIL,CIN,0.0,2.0,9.0,Miley,Lauer,Hembree,2:50,24844.0
91,"Saturday, Jul 10",MIL,CIN,3.0,4.0,9.0,Osich,Hader,Hembree,3:18,32034.0
92,"Sunday, Jul 11",MIL,CIN,1.0,3.0,9.0,Hendrix,Hader,Osich,3:48,32135.0
96,"Tuesday, Jul 20",MIL,KCR,2.0,5.0,9.0,Minor,Strickland,Holland,3:11,20140.0
97,"Wednesday, Jul 21",MIL,KCR,3.0,6.0,9.0,Keller,Suter,Barlow,3:06,30063.0
98,"Friday, Jul 23",MIL,CHW,7.0,1.0,9.0,Houser,Giolito,None,3:00,32714.0
99,"Saturday, Jul 24",MIL,CHW,6.0,1.0,9.0,Burnes,Rodon,None,3:10,41686.0
100,"Sunday, Jul 25",MIL,CHW,1.0,3.0,9.0,Lynn,Woodruff,Hendriks,3:13,36887.0
107,"Monday, Aug 2",MIL,PIT,6.0,2.0,9.0,Lauer,Wilson,Boxberger,3:30,23563.0
108,"Tuesday, Aug 3",MIL,PIT,5.0,8.0,10.0,Bednar,Hardy,None,4:06,24902.0
109,"Wednesday, Aug 4",MIL,PIT,4.0,2.0,9.0,Suter,Keller,Williams,3:16,28003.0
110,"Friday, Aug 6",MIL,SFG,2.0,1.0,10.0,Suter,Garcia,None,3:08,33250.0
111,"Saturday, Aug 7",MIL,SFG,6.0,9.0,11.0,Garcia,Romano,None,4:26,34155.0
112,"Sunday, Aug 8",MIL,SFG,4.0,5.0,9.0,Watson,Boxberger,Littell,2:49,38597.0
123,"Friday, Aug 20",MIL,WSN,1.0,4.0,9.0,Corbin,Anderson,Finnegan,3:09,27998.0
124,"Saturday, Aug 21",MIL,WSN,9.0,6.0,9.0,Williams,Guerra,Hader,4:18,36938.0
125,"Sunday, Aug 22",MIL,WSN,7.0,3.0,9.0,Strickland,Nolin,Hader,3:53,33507.0
126,"Tuesday, Aug 24",MIL,CIN,7.0,4.0,9.0,Strickland,Lorenzen,Hader,3:46,24819.0
127,"Wednesday, Aug 25",MIL,CIN,4.0,1.0,9.0,Woodruff,Castillo,None,3:08,24715.0
128,"Thursday, Aug 26",MIL,CIN,1.0,5.0,9.0,Gray,Anderson,None,3:00,28656.0
136,"Friday, Sep 3",MIL,STL,4.0,15.0,9.0,Wainwright,Peralta,None,3:24,23987.0
137,"Saturday, Sep 4",MIL,STL,4.0,0.0,9.0,Houser,Kim,None,2:26,33439.0
138,"Sunday, Sep 5",MIL,STL,6.0,5.0,9.0,Sanchez,Reyes,None,4:08,33845.0
139,"Monday, Sep 6",MIL,PHI,0.0,12.0,9.0,Wheeler,Woodruff,None,3:21,30192.0
140,"Tuesday, Sep 7",MIL,PHI,10.0,0.0,9.0,Lauer,Nola,None,3:05,22955.0
141,"Wednesday, Sep 8",MIL,PHI,4.0,3.0,9.0,Ashby,Brogdon,Hader,3:29,20654.0
147,"Friday, Sep 17",MIL,CHC,8.0,5.0,9.0,Ashby,Wick,Hader,3:45,28483.0
148,"Saturday, Sep 18",MIL,CHC,6.0,4.0,9.0,Williams,Effross,Hader,3:35,33625.0
149,"Sunday, Sep 19",MIL,CHC,4.0,6.0,9.0,Morgan,Boxberger,Rucker,3:46,34213.0
150,"Monday, Sep 20",MIL,STL,2.0,5.0,9.0,Lester,Peralta,Garcia,2:43,28291.0
151,"Tuesday, Sep 21",MIL,STL,1.0,2.0,9.0,Woodford,Woodruff,Gallegos,3:24,30475.0
152,"Wednesday, Sep 22",MIL,STL,2.0,10.0,9.0,Mikolas,Anderson,None,2:57,29635.0
153,"Thursday, Sep 23",MIL,STL,5.0,8.0,9.0,McFarland,Ashby,Gallegos,3:31,30804.0
154,"Friday, Sep 24",MIL,NYM,5.0,1.0,9.0,Lauer,Megill,None,2:56,27452.0
155,"Saturday, Sep 25",MIL,NYM,2.0,1.0,9.0,Burnes,Hill,Hader,3:16,35388.0
156,"Sunday, Sep 26",MIL,NYM,8.0,4.0,9.0,Peralta,Carrasco,None,3:24,43430.0
163,"Friday, Oct 8",MIL,,,,,,,,,
164,"Saturday, Oct 9",MIL,,,,,,,,,
165,"Thursday, Oct 14",MIL,,,,,,,,,
4,"Thursday, Apr 8",NYM,MIA,3.0,2.0,9.0,Diaz,Bass,None,3:18,8492.0
5,"Saturday, Apr 10",NYM,MIA,0.0,3.0,9.0,Rogers,deGrom,Garcia,2:36,8419.0
6,"Sunday, Apr 11",NYM,MIA,6.0,5.0,9.0,Familia,Floro,None,4:05,8199.0
7,"Tuesday, Apr 13 (1)",NYM,PHI,4.0,3.0,8.0,May,Neris,None,3:11,
8,"Tuesday, Apr 13 (2)",NYM,PHI,4.0,0.0,7.0,Stroman,Nola,None,2:30,7611.0
9,"Wednesday, Apr 14",NYM,PHI,5.0,1.0,9.0,Peterson,Wheeler,None,2:50,7520.0
16,"Friday, Apr 23",NYM,WSN,6.0,0.0,9.0,deGrom,Fedde,None,2:37,8130.0
17,"Saturday, Apr 24",NYM,WSN,1.0,7.0,9.0,Ross,Stroman,None,3:20,8051.0
18,"Sunday, Apr 25",NYM,WSN,4.0,0.0,9.0,Walker,Corbin,None,2:42,7784.0
19,"Tuesday, Apr 27",NYM,BOS,1.0,2.0,9.0,Richards,Peterson,Barnes,2:38,7917.0
20,"Wednesday, Apr 28",NYM,BOS,0.0,1.0,9.0,Pivetta,deGrom,Barnes,2:56,8051.0
28,"Friday, May 7",NYM,ARI,5.0,4.0,10.0,Loup,Crichton,None,3:52,7662.0
29,"Saturday, May 8",NYM,ARI,4.0,2.0,9.0,Lucchesi,Kelly,May,3:30,7908.0
30,"Sunday, May 9",NYM,ARI,4.0,2.0,9.0,deGrom,Smith,Diaz,3:27,7880.0
31,"Tuesday, May 11",NYM,BAL,3.0,2.0,9.0,Familia,Valdez,None,3:13,7930.0
32,"Wednesday, May 12",NYM,BAL,7.0,1.0,9.0,Walker,Harvey,None,2:39,8035.0
42,"Monday, May 24",NYM,COL,2.0,3.0,9.0,Gomber,Peterson,Estevez,2:43,8438.0
43,"Tuesday, May 25",NYM,COL,3.0,1.0,9.0,Castro,Gonzalez,Diaz,3:04,9190.0
44,"Thursday, May 27 (1)",NYM,COL,1.0,0.0,7.0,Stroman,Marquez,Diaz,1:54,
45,"Thursday, May 27 (2)",NYM,COL,4.0,2.0,7.0,Smith,Senzatela,Barnes,2:48,9569.0
46,"Saturday, May 29",NYM,ATL,13.0,2.0,9.0,Walker,Anderson,None,3:27,10251.0
56,"Friday, Jun 11",NYM,SDP,3.0,2.0,9.0,deGrom,Snell,Diaz,3:00,26637.0
57,"Saturday, Jun 12",NYM,SDP,4.0,1.0,9.0,Stroman,Musgrove,Diaz,2:43,25463.0
58,"Sunday, Jun 13",NYM,SDP,3.0,7.0,9.0,Paddack,Familia,None,3:24,19581.0
59,"Monday, Jun 14",NYM,CHC,5.0,2.0,9.0,Peterson,Arrieta,Diaz,3:10,16383.0
60,"Tuesday, Jun 15",NYM,CHC,3.0,2.0,9.0,Walker,Mills,Lugo,3:05,17804.0
61,"Wednesday, Jun 16",NYM,CHC,6.0,3.0,9.0,Reid-Foley,Stock,Diaz,3:01,23545.0
62,"Thursday, Jun 17",NYM,CHC,0.0,2.0,9.0,Hendricks,Stroman,Kimbrel,2:48,16826.0
67,"Monday, Jun 21 (1)",NYM,ATL,4.0,2.0,7.0,deGrom,Muller,Diaz,2:12,
68,"Monday, Jun 21 (2)",NYM,ATL,0.0,1.0,7.0,Anderson,Castro,Smith,2:33,18698.0
69,"Tuesday, Jun 22",NYM,ATL,0.0,3.0,9.0,Morton,Diaz,Smith,3:02,17063.0
70,"Wednesday, Jun 23",NYM,ATL,7.0,3.0,9.0,Oswalt,Wright,Diaz,3:42,15645.0
71,"Friday, Jun 25 (1)",NYM,PHI,2.0,1.0,8.0,Lugo,Suarez,None,3:03,
72,"Friday, Jun 25 (2)",NYM,PHI,1.0,2.0,8.0,Bradley,Reid-Foley,Neris,2:32,29012.0
73,"Saturday, Jun 26",NYM,PHI,4.0,3.0,9.0,Diaz,Neris,None,3:05,29205.0
74,"Sunday, Jun 27",NYM,PHI,2.0,4.0,9.0,Wheeler,Stroman,Bradley,3:21,25488.0
82,"Monday, Jul 5",NYM,MIL,4.0,2.0,9.0,Lugo,Woodruff,Diaz,2:58,15145.0
83,"Wednesday, Jul 7 (1)",NYM,MIL,4.0,3.0,8.0,Diaz,Suter,None,2:45,20953.0
84,"Wednesday, Jul 7 (2)",NYM,MIL,0.0,5.0,7.0,Cousins,Stock,None,2:26,13218.0
85,"Friday, Jul 9",NYM,PIT,13.0,4.0,9.0,Loup,Brubaker,None,3:27,20350.0
86,"Saturday, Jul 10 (1)",NYM,PIT,2.0,6.0,7.0,Anderson,Stroman,None,2:22,
87,"Saturday, Jul 10 (2)",NYM,PIT,4.0,2.0,7.0,Familia,Kranick,Diaz,2:54,31924.0
88,"Sunday, Jul 11",NYM,PIT,5.0,6.0,9.0,Bednar,Diaz,Rodriguez,3:27,26420.0
95,"Friday, Jul 23",NYM,TOR,3.0,0.0,9.0,Megill,Matz,Diaz,2:33,28126.0
96,"Saturday, Jul 24",NYM,TOR,3.0,10.0,9.0,Richards,Walker,None,3:33,29269.0
97,"Sunday, Jul 25",NYM,TOR,5.0,4.0,9.0,Lugo,Barnes,Diaz,3:18,23675.0
98,"Monday, Jul 26 (1)",NYM,ATL,0.0,2.0,7.0,Muller,Stroman,Smith,2:12,
99,"Monday, Jul 26 (2)",NYM,ATL,1.0,0.0,7.0,May,Jackson,Diaz,2:11,24384.0
100,"Tuesday, Jul 27",NYM,ATL,5.0,12.0,9.0,Morton,Eickhoff,None,3:10,24000.0
101,"Wednesday, Jul 28",NYM,ATL,2.0,1.0,9.0,May,Fried,Diaz,3:01,25787.0
102,"Thursday, Jul 29",NYM,ATL,3.0,6.0,9.0,Chavez,Walker,Smith,2:53,26080.0
103,"Friday, Jul 30",NYM,CIN,2.0,6.0,9.0,Gray,Castro,None,3:02,31787.0
104,"Saturday, Jul 31",NYM,CIN,5.0,4.0,10.0,Diaz,Cessa,None,3:22,26477.0
105,"Sunday, Aug 1",NYM,CIN,1.0,7.0,9.0,Gutiérrez,Stroman,None,3:06,23443.0
113,"Tuesday, Aug 10",NYM,WSN,8.0,7.0,9.0,May,Thompson,Diaz,3:37,27261.0
114,"Thursday, Aug 12 (1)",NYM,WSN,4.0,1.0,7.0,Stroman,Nolin,Diaz,2:28,
115,"Thursday, Aug 12 (2)",NYM,WSN,5.0,4.0,7.0,Familia,Finnegan,None,2:46,25870.0
116,"Friday, Aug 13",NYM,LAD,5.0,6.0,10.0,Jansen,Familia,None,4:18,38395.0
117,"Saturday, Aug 14",NYM,LAD,1.0,2.0,10.0,Bickford,Diaz,Knebel,3:21,38669.0
118,"Sunday, Aug 15",NYM,LAD,4.0,14.0,9.0,Scherzer,Carrasco,None,3:48,31205.0
126,"Tuesday, Aug 24",NYM,SFG,0.0,8.0,9.0,Long,Megill,None,3:16,28558.0
127,"Wednesday, Aug 25",NYM,SFG,2.0,3.0,9.0,Watson,Walker,McGee,2:52,24384.0
128,"Thursday, Aug 26",NYM,SFG,2.0,3.0,9.0,Garcia,Lugo,Rogers,3:07,25000.0
129,"Friday, Aug 27",NYM,WSN,1.0,2.0,9.0,Espino,Hill,Finnegan,3:03,20274.0
130,"Saturday, Aug 28",NYM,WSN,5.0,3.0,9.0,May,Harper,Diaz,3:02,27870.0
131,"Sunday, Aug 29",NYM,WSN,9.0,4.0,9.0,Megill,Fedde,None,3:26,24247.0
132,"Tuesday, Aug 31",NYM,MIA,3.0,1.0,7.0,Loup,Cabrera,Diaz,2:05,18101.0
133,"Thursday, Sep 2",NYM,MIA,4.0,3.0,9.0,Familia,Alcantara,Diaz,2:59,23737.0
142,"Friday, Sep 10",NYM,NYY,10.0,3.0,9.0,Megill,Montgomery,None,3:23,37288.0
143,"Saturday, Sep 11",NYM,NYY,7.0,8.0,9.0,Holmes,May,Chapman,3:58,43144.0
144,"Sunday, Sep 12",NYM,NYY,7.0,6.0,9.0,Lugo,Green,Diaz,4:06,33805.0
145,"Monday, Sep 13",NYM,STL,0.0,7.0,9.0,Wainwright,Hill,None,3:41,19057.0
146,"Tuesday, Sep 14",NYM,STL,6.0,7.0,11.0,Reyes,Reed,Kim,4:34,21825.0
147,"Wednesday, Sep 15",NYM,STL,4.0,11.0,9.0,Lester,Megill,None,3:34,21001.0
148,"Friday, Sep 17",NYM,PHI,3.0,4.0,9.0,Wheeler,Walker,Kennedy,3:52,26967.0
149,"Saturday, Sep 18",NYM,PHI,3.0,5.0,9.0,Nola,Carrasco,Kennedy,3:35,33442.0
150,"Sunday, Sep 19",NYM,PHI,3.0,2.0,9.0,Loup,Gibson,Diaz,3:34,24832.0
156,"Tuesday, Sep 28 (1)",NYM,MIA,5.0,2.0,7.0,Stroman,Thompson,Diaz,2:22,
157,"Tuesday, Sep 28 (2)",NYM,MIA,2.0,1.0,9.0,Hand,Bass,None,2:59,20647.0
158,"Wednesday, Sep 29",NYM,MIA,,,,,,,,
159,"Thursday, Sep 30",NYM,MIA,,,,,,,,
1,"Thursday, Apr 1",PHI,ATL,3.0,2.0,10.0,Brogdon,Jones,None,3:33,8529.0
2,"Saturday, Apr 3",PHI,ATL,4.0,0.0,9.0,Wheeler,Morton,None,2:30,8582.0
3,"Sunday, Apr 4",PHI,ATL,2.0,1.0,9.0,Alvarado,Martin,Neris,2:40,10773.0
4,"Monday, Apr 5",PHI,NYM,5.0,3.0,9.0,Brogdon,May,Alvarado,3:15,10782.0
5,"Tuesday, Apr 6",PHI,NYM,4.0,8.0,9.0,Stroman,Anderson,None,3:40,10752.0
6,"Wednesday, Apr 7",PHI,NYM,8.0,2.0,9.0,Brogdon,Peterson,None,3:35,10807.0
13,"Friday, Apr 16",PHI,STL,9.0,2.0,9.0,Eflin,Martinez,None,2:34,10842.0
14,"Saturday, Apr 17",PHI,STL,4.0,9.0,9.0,Helsley,Moore,None,3:54,10890.0
15,"Sunday, Apr 18",PHI,STL,2.0,0.0,9.0,Nola,Gant,None,2:34,10876.0
16,"Monday, Apr 19",PHI,SFG,0.0,2.0,9.0,Gausman,Anderson,Peralta,3:10,9510.0
17,"Tuesday, Apr 20",PHI,SFG,7.0,10.0,9.0,Alvarez,Brogdon,None,3:16,10584.0
18,"Wednesday, Apr 21",PHI,SFG,6.0,5.0,9.0,Neris,Peralta,None,3:15,9537.0
26,"Friday, Apr 30",PHI,NYM,2.0,1.0,9.0,Anderson,Stroman,Coonrod,3:20,10914.0
27,"Saturday, May 1",PHI,NYM,4.0,5.0,9.0,May,Neris,Diaz,2:56,10948.0
28,"Sunday, May 2",PHI,NYM,7.0,8.0,9.0,Barnes,Kintzler,Familia,3:54,10964.0
29,"Monday, May 3",PHI,MIL,4.0,3.0,9.0,Velasquez,Houser,Neris,3:18,10651.0
30,"Tuesday, May 4",PHI,MIL,6.0,5.0,9.0,Nola,Lauer,Coonrod,3:21,10388.0
31,"Wednesday, May 5",PHI,MIL,5.0,4.0,9.0,Kintzler,Peralta,Alvarado,3:07,10110.0
32,"Thursday, May 6",PHI,MIL,2.0,0.0,9.0,Wheeler,Woodruff,None,2:41,10768.0
42,"Tuesday, May 18",PHI,MIA,8.0,3.0,9.0,Bradley,Floro,None,3:34,11114.0
43,"Wednesday, May 19",PHI,MIA,1.0,3.0,9.0,Rogers,Eflin,Garcia,3:02,11549.0
44,"Thursday, May 20",PHI,MIA,0.0,6.0,9.0,Alcantara,Hale,None,3:08,11503.0
45,"Friday, May 21",PHI,BOS,3.0,11.0,9.0,Perez,Nola,None,3:35,15279.0
46,"Saturday, May 22",PHI,BOS,3.0,4.0,9.0,Eovaldi,Howard,Barnes,3:40,15424.0
47,"Sunday, May 23",PHI,BOS,6.0,2.0,9.0,Wheeler,Rodriguez,None,3:19,15360.0
56,"Friday, Jun 4",PHI,WSN,1.0,2.0,9.0,Scherzer,Wheeler,Hand,2:56,15030.0
57,"Saturday, Jun 5",PHI,WSN,5.0,2.0,9.0,Suarez,Ross,Brogdon,3:11,16118.0
58,"Sunday, Jun 6",PHI,WSN,12.0,6.0,9.0,Coonrod,Finnegan,None,4:06,15108.0
59,"Tuesday, Jun 8",PHI,ATL,5.0,9.0,9.0,Newcomb,Brogdon,None,3:45,13125.0
60,"Wednesday, Jun 9",PHI,ATL,2.0,1.0,9.0,Suarez,Smith,None,2:51,13552.0
61,"Thursday, Jun 10",PHI,ATL,4.0,3.0,10.0,Alvarado,Martin,None,3:30,14261.0
62,"Saturday, Jun 12",PHI,NYY,8.0,7.0,10.0,Bradley,Chapman,None,4:02,38450.0
63,"Sunday, Jun 13",PHI,NYY,7.0,0.0,9.0,Nola,German,None,2:57,38512.0
70,"Tuesday, Jun 22",PHI,WSN,2.0,3.0,9.0,Scherzer,Wheeler,Hand,3:52,19652.0
71,"Wednesday, Jun 23",PHI,WSN,12.0,13.0,9.0,Rainey,Neris,Espino,4:19,17892.0
77,"Tuesday, Jun 29",PHI,MIA,4.0,3.0,9.0,Velasquez,Rogers,Alvarado,3:25,18079.0
78,"Wednesday, Jun 30",PHI,MIA,6.0,11.0,9.0,Pop,Nola,None,4:06,17190.0
79,"Friday, Jul 2",PHI,SDP,4.0,3.0,10.0,Suarez,Adams,None,3:09,22653.0
80,"Saturday, Jul 3",PHI,SDP,4.0,2.0,9.0,Eflin,Darvish,Suarez,2:50,25053.0
81,"Sunday, Jul 4",PHI,SDP,1.0,11.0,9.0,Adams,Velasquez,None,3:45,25592.0
89,"Friday, Jul 16 (1)",PHI,MIA,5.0,2.0,7.0,Bradley,Alcantara,Suarez,2:35,
90,"Friday, Jul 16 (2)",PHI,MIA,0.0,7.0,7.0,Holloway,Eflin,None,2:21,28712.0
91,"Saturday, Jul 17",PHI,MIA,4.0,2.0,10.0,Alvarado,Garcia,None,3:30,21390.0
92,"Sunday, Jul 18",PHI,MIA,7.0,4.0,9.0,Wheeler,Bender,Neris,3:28,20588.0
95,"Thursday, Jul 22",PHI,ATL,2.0,7.0,9.0,Morton,Moore,None,3:09,22645.0
96,"Friday, Jul 23",PHI,ATL,5.0,1.0,9.0,Wheeler,Fried,None,3:10,23546.0
97,"Saturday, Jul 24",PHI,ATL,3.0,15.0,9.0,Tomlin,Velasquez,None,3:31,24479.0
98,"Sunday, Jul 25",PHI,ATL,2.0,1.0,9.0,Nola,Toussaint,Suarez,2:30,19370.0
99,"Monday, Jul 26",PHI,WSN,6.0,5.0,9.0,Bradley,Hand,None,3:37,23265.0
100,"Tuesday, Jul 27",PHI,WSN,4.0,6.0,9.0,Suero,Moore,Hand,3:14,20135.0
101,"Thursday, Jul 29 (1)",PHI,WSN,1.0,3.0,7.0,Scherzer,Wheeler,Finnegan,2:06,
102,"Thursday, Jul 29 (2)",PHI,WSN,11.0,8.0,8.0,Suarez,Clay,None,3:18,19219.0
110,"Friday, Aug 6",PHI,NYM,4.0,2.0,9.0,Gibson,Stroman,Kennedy,3:16,30106.0
111,"Saturday, Aug 7",PHI,NYM,5.0,3.0,9.0,Hammer,Megill,Kennedy,3:35,37057.0
112,"Sunday, Aug 8",PHI,NYM,3.0,0.0,9.0,Wheeler,Walker,None,2:20,39186.0
113,"Tuesday, Aug 10",PHI,LAD,0.0,5.0,9.0,Vesia,Hammer,None,3:35,28333.0
114,"Wednesday, Aug 11",PHI,LAD,2.0,8.0,9.0,Graterol,Gibson,None,3:50,32186.0
115,"Thursday, Aug 12",PHI,LAD,2.0,1.0,9.0,Bradley,White,Kennedy,3:10,26122.0
116,"Friday, Aug 13",PHI,CIN,1.0,6.0,9.0,Mahle,Wheeler,None,2:58,26074.0
117,"Saturday, Aug 14",PHI,CIN,6.0,1.0,9.0,Moore,Castillo,None,2:38,25100.0
118,"Sunday, Aug 15",PHI,CIN,4.0,7.0,9.0,Sims,Nola,Givens,3:54,28544.0
125,"Tuesday, Aug 24",PHI,TBR,1.0,3.0,9.0,Chargois,Bradley,Kittredge,2:57,23402.0
126,"Wednesday, Aug 25",PHI,TBR,4.0,7.0,9.0,McHugh,Wheeler,None,2:48,25552.0
127,"Thursday, Aug 26",PHI,ARI,7.0,8.0,9.0,Gallen,Moore,Ramirez,3:54,20148.0
128,"Friday, Aug 27",PHI,ARI,7.0,6.0,11.0,De Los Santos,Clarke,None,4:12,23181.0
129,"Saturday, Aug 28",PHI,ARI,7.0,0.0,9.0,Gibson,Mejia,None,2:57,24692.0
130,"Sunday, Aug 29",PHI,ARI,7.0,4.0,9.0,Suarez,Bumgarner,Kennedy,3:25,22237.0
140,"Thursday, Sep 9",PHI,COL,3.0,4.0,9.0,Gilbreath,Kennedy,Estevez,3:00,18071.0
141,"Friday, Sep 10",PHI,COL,2.0,11.0,9.0,Marquez,Falter,None,3:39,22138.0
142,"Saturday, Sep 11",PHI,COL,6.0,1.0,9.0,Wheeler,Freeland,None,3:17,23232.0
143,"Sunday, Sep 12",PHI,COL,4.0,5.0,9.0,Goudeau,Neris,Estevez,3:27,24099.0
144,"Tuesday, Sep 14",PHI,CHC,3.0,6.0,9.0,Sampson,Gibson,Wick,3:24,16170.0
145,"Wednesday, Sep 15",PHI,CHC,6.0,5.0,9.0,Kennedy,Megill,None,3:12,16299.0
146,"Thursday, Sep 16",PHI,CHC,17.0,8.0,9.0,Neris,Rodriguez,None,3:58,20208.0
150,"Monday, Sep 20",PHI,BAL,0.0,2.0,9.0,Means,Suarez,Wells,2:49,21440.0
151,"Tuesday, Sep 21",PHI,BAL,3.0,2.0,10.0,Kennedy,Valdez,None,3:40,18955.0
152,"Wednesday, Sep 22",PHI,BAL,4.0,3.0,9.0,Alvarado,Greene,Kennedy,3:19,18133.0
153,"Thursday, Sep 23",PHI,PIT,12.0,6.0,9.0,Nola,Banda,None,3:21,16154.0
154,"Friday, Sep 24",PHI,PIT,8.0,6.0,9.0,Neris,Shreve,Kennedy,3:39,20548.0
155,"Saturday, Sep 25",PHI,PIT,3.0,0.0,9.0,Suarez,Crowe,None,2:33,28135.0
156,"Sunday, Sep 26",PHI,PIT,0.0,6.0,9.0,Kranick,Crouse,None,3:31,29336.0
7,"Thursday, Apr 8",PIT,CHC,2.0,4.0,9.0,Arrieta,Anderson,Kimbrel,3:15,7749.0
8,"Saturday, Apr 10",PIT,CHC,8.0,2.0,9.0,Keller,Davies,None,3:07,7052.0
9,"Sunday, Apr 11",PIT,CHC,7.0,1.0,9.0,Brubaker,Williams,None,3:02,6851.0
10,"Monday, Apr 12",PIT,SDP,2.0,6.0,9.0,Darvish,Oviedo,None,3:04,4068.0
11,"Tuesday, Apr 13",PIT,SDP,8.0,4.0,9.0,Stratton,Crismatt,None,4:07,4814.0
12,"Wednesday, Apr 14",PIT,SDP,5.0,1.0,9.0,Anderson,Musgrove,None,3:27,5228.0
13,"Thursday, Apr 15",PIT,SDP,3.0,8.0,9.0,Paddack,Keller,Stammen,3:15,4023.0
23,"Tuesday, Apr 27",PIT,KCR,2.0,1.0,9.0,Underwood,Junis,Rodriguez,2:20,5510.0
24,"Wednesday, Apr 28",PIT,KCR,6.0,9.0,9.0,Zimmer,Keller,Staumont,3:55,4226.0
25,"Friday, Apr 30",PIT,STL,3.0,7.0,9.0,Gant,Brubaker,None,3:19,5953.0
26,"Saturday, May 1",PIT,STL,5.0,12.0,9.0,Flaherty,Cahill,None,3:43,7331.0
27,"Sunday, May 2",PIT,STL,0.0,3.0,9.0,Martinez,Crowe,Reyes,2:41,7343.0
34,"Monday, May 10",PIT,CIN,1.0,14.0,9.0,Mahle,Keller,None,3:19,4065.0
35,"Tuesday, May 11",PIT,CIN,7.0,2.0,9.0,Brubaker,Hoffman,None,3:08,4049.0
36,"Wednesday, May 12",PIT,CIN,1.0,5.0,10.0,Sims,Underwood,None,3:55,4515.0
37,"Thursday, May 13",PIT,SFG,1.0,3.0,9.0,DeSclafani,Crowe,Rogers,2:52,4099.0
38,"Friday, May 14",PIT,SFG,3.0,2.0,11.0,Oviedo,Baragar,None,3:20,6743.0
39,"Saturday, May 15",PIT,SFG,8.0,6.0,9.0,Rodriguez,McGee,None,3:36,7833.0
40,"Sunday, May 16",PIT,SFG,1.0,4.0,9.0,Wood,Keller,Rogers,3:13,7356.0
47,"Tuesday, May 25",PIT,CHC,3.0,4.0,9.0,Arrieta,Ponce,Kimbrel,2:59,6750.0
48,"Wednesday, May 26",PIT,CHC,1.0,4.0,9.0,Williams,Crowe,Kimbrel,2:54,5660.0
49,"Thursday, May 27",PIT,CHC,3.0,5.0,9.0,Hendricks,Anderson,Tepera,3:01,7202.0
50,"Saturday, May 29 (1)",PIT,COL,7.0,0.0,7.0,Brubaker,Gray,None,2:33,5279.0
51,"Saturday, May 29 (2)",PIT,COL,4.0,0.0,7.0,Keller,Gomber,None,2:03,7183.0
52,"Sunday, May 30",PIT,COL,3.0,4.0,9.0,Bard,Rodriguez,None,3:36,7917.0
55,"Thursday, Jun 3",PIT,MIA,5.0,3.0,9.0,Crick,Floro,Rodriguez,3:01,4192.0
56,"Friday, Jun 4",PIT,MIA,9.0,2.0,9.0,Underwood,Poteet,Stratton,3:22,8044.0
57,"Saturday, Jun 5",PIT,MIA,8.0,7.0,12.0,Holmes,Cimber,None,4:20,8714.0
58,"Sunday, Jun 6",PIT,MIA,1.0,3.0,9.0,Alcantara,Kuhl,Garcia,2:40,5477.0
59,"Tuesday, Jun 8",PIT,LAD,3.0,5.0,9.0,Buehler,Brubaker,Jansen,2:55,9047.0
60,"Wednesday, Jun 9",PIT,LAD,1.0,2.0,9.0,Gonzalez,Anderson,Jansen,3:32,10957.0
61,"Thursday, Jun 10",PIT,LAD,3.0,6.0,8.0,Urias,Keller,Bickford,2:50,9396.0
68,"Friday, Jun 18",PIT,CLE,11.0,10.0,9.0,Kuhl,Mejia,Rodriguez,3:07,16965.0
69,"Saturday, Jun 19",PIT,CLE,6.0,3.0,9.0,Stratton,Shaw,None,3:14,16830.0
70,"Sunday, Jun 20",PIT,CLE,1.0,2.0,9.0,Maton,Brubaker,Karinchak,2:31,16582.0
71,"Tuesday, Jun 22",PIT,CHW,6.0,3.0,9.0,Bednar,Crochet,Rodriguez,2:50,9847.0
72,"Wednesday, Jun 23",PIT,CHW,3.0,4.0,9.0,Cease,De Jong,Hendriks,3:37,10406.0
80,"Thursday, Jul 1",PIT,MIL,2.0,7.0,9.0,Burnes,Crowe,None,3:37,11074.0
81,"Friday, Jul 2",PIT,MIL,2.0,7.0,9.0,Houser,Brubaker,None,2:52,15421.0
82,"Saturday, Jul 3",PIT,MIL,2.0,11.0,9.0,Lauer,Ponce,None,3:45,17451.0
83,"Sunday, Jul 4",PIT,MIL,2.0,0.0,9.0,Anderson,Peralta,Rodriguez,2:41,12527.0
84,"Monday, Jul 5",PIT,ATL,11.0,1.0,9.0,De Jong,Fried,None,3:31,11600.0
85,"Tuesday, Jul 6",PIT,ATL,2.0,1.0,9.0,Rodriguez,Matzek,None,3:20,10844.0
86,"Wednesday, Jul 7",PIT,ATL,3.0,14.0,9.0,Smyly,Crick,None,4:08,10094.0
91,"Friday, Jul 16",PIT,NYM,4.0,1.0,9.0,Kuhl,Stroman,Rodriguez,3:30,18119.0
92,"Saturday, Jul 17",PIT,NYM,9.0,7.0,9.0,Holmes,Diaz,None,3:49,27222.0
